Date,GLD,VNQ,XLE,XLF,XLK
2005-01-01,42.220001220703125,21.276914596557617,20.86444664001465,15.987648010253906,15.307324409484863
2005-02-01,43.529998779296875,21.95171546936035,24.365007400512695,15.880600929260254,15.33038330078125
2005-03-01,42.81999969482422,21.32217025756836,23.820484161376953,15.195488929748535,15.030688285827637
2005-04-01,43.349998474121094,22.821889877319336,22.60641098022461,15.30329418182373,14.500472068786621
2005-05-01,41.650001525878906,23.625497817993164,23.23637580871582,15.755294799804688,15.507123947143555
2005-06-01,43.439998626708984,24.441600799560547,24.78061866760254,15.857525825500488,15.307324409484863
2005-07-01,42.81999969482422,26.4755802154541,26.61969757080078,16.20067024230957,16.1756649017334
2005-08-01,43.400001525878906,25.40207290649414,28.31976890563965,15.935439109802246,16.021976470947266
2005-09-01,46.70000076293945,25.44838523864746,30.014265060424805,15.978741645812988,16.060401916503906
2005-10-01,46.400001525878906,25.00067901611328,27.37999725341797,16.561819076538086,15.691547393798828
2005-11-01,49.099998474121094,26.039722442626953,27.789411544799805,17.351247787475586,16.68283462524414
2005-12-01,51.58000183105469,25.362661361694336,28.21566390991211,17.242359161376953,16.060401916503906
2006-01-01,56.70000076293945,28.009540557861328,32.42245101928711,17.508209228515625,16.712034225463867
2006-02-01,56.06999969482422,28.529937744140625,29.43097496032715,17.880842208862305,16.750709533691406
2006-03-01,58.099998474121094,29.70191764831543,30.589323043823242,17.837003707885742,17.129825592041016
2006-04-01,65.08999633789062,28.859073638916016,32.22524642944336,18.709468841552734,16.905452728271484
2006-05-01,64.2300033569336,28.08051872253418,31.32852554321289,18.004289627075195,15.806800842285156
2006-06-01,61.22999954223633,29.162565231323242,32.00529098510742,17.816978454589844,15.729413986206055
2006-07-01,63.15999984741211,30.620529174804688,33.19921112060547,18.331087112426758,15.319355964660645
2006-08-01,62.290000915527344,31.68743896484375,31.512357711791992,18.547203063964844,16.394805908203125
2006-09-01,59.470001220703125,32.00752639770508,30.255706787109375,19.184467315673828,17.021501541137695
2006-10-01,60.2400016784668,34.257999420166016,31.654386520385742,19.745206832885742,17.7305965423584
2006-11-01,64.38999938964844,35.895931243896484,34.36941146850586,19.88451385498047,18.234529495239258
2006-12-01,63.209999084472656,34.55415344238281,33.30157470703125,20.47525978088379,18.032957077026367
2007-01-01,64.83000183105469,38.32786560058594,33.09348678588867,20.82379913330078,18.502777099609375
2007-02-01,66.4800033569336,37.293701171875,32.415531158447266,20.189197540283203,18.003759384155273
2007-03-01,65.73999786376953,36.30988693237305,34.341094970703125,20.009490966796875,18.183094024658203
2007-04-01,67.08999633789062,36.47385025024414,36.219879150390625,20.871994018554688,19.040786743164062
2007-05-01,65.54000091552734,36.33579635620117,39.03766632080078,21.37391471862793,19.99984359741211
2007-06-01,64.2699966430664,32.65388107299805,39.432044982910156,20.403905868530273,19.96085548400879
2007-07-01,65.79000091552734,30.331993103027344,39.55229187011719,18.655574798583984,19.935861587524414
2007-08-01,66.5199966430664,32.37773132324219,40.02806854248047,19.137554168701172,20.318191528320312
2007-09-01,73.51000213623047,33.30040740966797,42.87700653076172,19.46076202392578,21.043846130371094
2007-10-01,78.62000274658203,34.35230255126953,44.0817756652832,19.267719268798828,22.203916549682617
2007-11-01,77.31999969482422,31.098833084106445,42.22539138793945,17.708251953125,20.53080940246582
2007-12-01,82.45999908447266,28.937685012817383,45.60482406616211,16.525802612304688,20.843536376953125
2008-01-01,91.4000015258789,29.185720443725586,40.10417556762695,16.797407150268555,18.26130485534668
2008-02-01,96.18000030517578,28.257211685180664,43.820735931396484,14.889400482177734,17.397340774536133
2008-03-01,90.41000366210938,29.860544204711914,42.67406463623047,14.336019515991211,17.593690872192383
2008-04-01,86.6500015258789,32.00925827026367,47.24075698852539,15.462718963623047,18.6983642578125
2008-05-01,87.44999694824219,31.94174575805664,49.69670867919922,14.387712478637695,19.916118621826172
2008-06-01,91.4000015258789,28.17508888244629,51.129825592041016,11.772819519042969,17.999141693115234
2008-07-01,90.08000183105469,29.440486907958984,43.10698699951172,12.68028450012207,17.60928726196289
2008-08-01,81.70999908447266,30.13934898376465,43.25182342529297,12.557178497314453,17.924434661865234
2008-09-01,85.06999969482422,29.71415901184082,36.67569351196289,11.660237312316895,15.639558792114258
2008-10-01,71.33999633789062,20.551586151123047,29.87692642211914,9.191522598266602,13.163325309753418
2008-11-01,80.30999755859375,15.882790565490723,29.22591781616211,7.492892742156982,12.056498527526855
2008-12-01,86.5199966430664,18.04637908935547,27.766931533813477,7.410034656524658,12.182990074157715
2009-01-01,91.30999755859375,15.287261962890625,27.414344787597656,5.550398349761963,11.667956352233887
2009-02-01,92.62999725341797,12.14946460723877,24.031375885009766,4.565263748168945,11.222858428955078
2009-03-01,90.27999877929688,12.347801208496094,24.80846405029297,5.292099952697754,12.415087699890137
2009-04-01,87.2699966430664,16.455528259277344,26.885740280151367,6.510079383850098,13.779769897460938
2009-05-01,96.19999694824219,16.8859806060791,30.350709915161133,7.4201555252075195,14.099296569824219
2009-06-01,91.18000030517578,16.082130432128906,28.218873977661133,7.25027322769165,14.546637535095215
2009-07-01,93.3499984741211,18.106721878051758,29.88011360168457,7.934103012084961,15.808103561401367
2009-08-01,93.4000015258789,20.700180053710938,30.20476722717285,8.964741706848145,16.064884185791016
2009-09-01,98.8499984741211,21.849302291870117,31.828025817871094,9.111105918884277,16.74696159362793
2009-10-01,102.52999877929688,21.080081939697266,32.75798797607422,8.594900131225586,16.59966468811035
2009-11-01,115.63999938964844,22.46412467956543,33.688846588134766,8.968059539794922,17.517837524414062
2009-12-01,107.30999755859375,23.816240310668945,33.80150604248047,8.809009552001953,18.468236923217773
2010-01-01,105.95999908447266,22.791706085205078,32.48918151855469,8.706625938415527,16.942176818847656
2010-02-01,109.43000030517578,24.064184188842773,33.46685791015625,9.013627052307129,17.532245635986328
2010-03-01,108.94999694824219,26.318025588989258,34.28950500488281,9.793417930603027,18.67196273803711
2010-04-01,115.36000061035156,28.411455154418945,35.839317321777344,9.944976806640625,18.966571807861328
2010-05-01,118.87999725341797,26.89583396911621,31.73551368713379,9.034174919128418,17.547527313232422
2010-06-01,121.68000030517578,25.255233764648438,29.719528198242188,8.498770713806152,16.542028427124023
2010-07-01,115.48999786376953,27.93968391418457,32.3549690246582,9.071662902832031,17.83745002746582
2010-08-01,122.08000183105469,27.5832462310791,30.768468856811523,8.362462043762207,16.83654022216797
2010-09-01,127.91000366210938,28.559358596801758,33.68907165527344,8.849658012390137,18.732580184936523
2010-10-01,132.6199951171875,30.183088302612305,35.76375961303711,8.999336242675781,19.886489868164062
2010-11-01,135.4199981689453,29.624252319335938,37.8586311340332,8.937525749206543,19.5598087310791
2010-12-01,138.72000122070312,30.636812210083008,41.20317077636719,9.858475685119629,20.57251739501953
2011-01-01,129.8699951171875,31.979228973388672,44.3577880859375,10.173367500305176,21.30219268798828
2011-02-01,137.66000366210938,33.48393630981445,47.62626647949219,10.4525146484375,21.769380569458008
2011-03-01,139.86000061035156,32.70640563964844,48.360015869140625,10.167165756225586,21.359567642211914
2011-04-01,152.3699951171875,34.837791442871094,48.96697998046875,10.187555313110352,21.99097442626953
2011-05-01,149.63999938964844,35.316715240478516,46.91652297973633,9.851699829101562,21.760705947875977
2011-06-01,146.0,33.863033294677734,45.84568405151367,9.546945571899414,21.13568115234375
2011-07-01,158.2899932861328,34.685665130615234,46.68650436401367,9.237931251525879,21.311147689819336
2011-08-01,177.72000122070312,32.736602783203125,41.91707992553711,8.351590156555176,20.179946899414062
2011-09-01,158.05999755859375,28.906633377075195,35.73088073730469,7.3716206550598145,19.486371994018555
2011-10-01,167.33999633789062,33.35858154296875,42.7376594543457,8.459228515625,21.558000564575195
2011-11-01,170.1300048828125,32.09055709838867,43.448829650878906,8.02686595916748,21.234758377075195
2011-12-01,151.99000549316406,33.27825927734375,42.382076263427734,8.145923614501953,21.09385871887207
2012-01-01,169.30999755859375,35.79351043701172,43.52190399169922,8.866560935974121,22.50143814086914
2012-02-01,164.2899932861328,35.381629943847656,46.10158157348633,9.307997703552246,24.099761962890625
2012-03-01,162.1199951171875,36.92475128173828,44.17453384399414,9.963847160339355,25.10704803466797
2012-04-01,161.8800048828125,38.285831451416016,44.029945373535156,9.761580467224121,24.903728485107422
2012-05-01,151.6199951171875,36.560726165771484,39.32658767700195,8.863238334655762,23.325321197509766
2012-06-01,155.19000244140625,38.2624397277832,41.020050048828125,9.261799812316895,23.993431091308594
2012-07-01,156.49000549316406,39.350189208984375,43.25517654418945,9.319046020507812,24.530929565429688
2012-08-01,164.22000122070312,39.34428024291992,44.42271423339844,9.636887550354004,25.5621395111084
2012-09-01,171.88999938964844,38.306575775146484,45.60269546508789,9.910229682922363,25.84718894958496
2012-10-01,166.8300018310547,38.26059341430664,44.87738037109375,10.149283409118652,24.303953170776367
2012-11-01,166.0500030517578,38.15955352783203,44.32841110229492,10.059922218322754,24.522830963134766
2012-12-01,162.02000427246094,39.1044921875,44.55298614501953,10.462060928344727,24.2871150970459
2013-01-01,161.1999969482422,41.059879302978516,48.498104095458984,11.163518905639648,24.892515182495117
2013-02-01,153.0,41.559146881103516,48.71127700805664,11.298404693603516,25.08725357055664
2013-03-01,154.4499969482422,42.42533493041992,49.72700500488281,11.69664478302002,25.629138946533203
2013-04-01,142.77000427246094,45.63206481933594,49.29486083984375,12.0518798828125,26.18450164794922
2013-05-01,133.9199981689453,42.90432357788086,50.69932174682617,12.786595344543457,26.915630340576172
2013-06-01,119.11000061035156,41.65563201904297,49.313751220703125,12.535245895385742,26.005971908569336
2013-07-01,127.95999908447266,42.43342971801758,52.15733337402344,13.258737564086914,27.11135482788086
2013-08-01,134.6199951171875,39.47153091430664,51.61941909790039,12.579303741455078,26.829391479492188
2013-09-01,128.17999267578125,40.475154876708984,52.467411041259766,12.883431434631348,27.376237869262695
2013-10-01,127.73999786376953,42.69240188598633,54.923240661621094,13.36299991607666,28.891048431396484
2013-11-01,120.69999694824219,40.45063781738281,54.955013275146484,13.954172134399414,29.783977508544922
2013-12-01,116.12000274658203,39.8701171875,56.271053314208984,14.201027870178223,30.685461044311523
2014-01-01,120.08999633789062,42.22289276123047,53.25651550292969,13.74565601348877,30.04295539855957
2014-02-01,127.62000274658203,44.36164855957031,55.983856201171875,14.163373947143555,31.36305046081543
2014-03-01,123.61000061035156,44.29266357421875,56.88444900512695,14.581100463867188,31.36305046081543
2014-04-01,124.22000122070312,46.04667663574219,60.16810989379883,14.386191368103027,31.58462905883789
2014-05-01,120.43000030517578,47.15144729614258,61.17584991455078,14.602374076843262,32.77177429199219
2014-06-01,128.0399932861328,47.246124267578125,64.2503662109375,14.897173881530762,33.23101806640625
2014-07-01,123.38999938964844,47.72445297241211,62.31106185913086,14.739099502563477,33.9500617980957
2014-08-01,123.86000061035156,49.177215576171875,63.67168426513672,15.363911628723145,35.06431198120117
2014-09-01,116.20999908447266,45.78105163574219,58.43559265136719,15.238946914672852,34.733524322509766
2014-10-01,112.66000366210938,50.79833984375,56.66214370727539,15.744413375854492,35.44256591796875
2014-11-01,112.11000061035156,51.814430236816406,51.73612976074219,16.114242553710938,37.147361755371094
2014-12-01,113.58000183105469,52.090972900390625,51.308353424072266,16.332181930541992,36.15071105957031
2015-01-01,123.44999694824219,56.41880798339844,49.27268600463867,15.273896217346191,35.06447982788086
2015-02-01,116.16000366210938,54.345863342285156,51.53575897216797,16.163381576538086,37.867881774902344
2015-03-01,113.66000366210938,54.95862579345703,50.59660339355469,16.004066467285156,36.417850494384766
2015-04-01,113.47000122070312,52.054176330566406,54.28916549682617,16.07712745666504,37.57285690307617
2015-05-01,114.0999984741211,51.896793365478516,51.47225570678711,16.39028549194336,38.26994705200195
2015-06-01,112.37000274658203,48.978660583496094,49.351383209228516,16.24370002746582,36.531612396240234
2015-07-01,104.93000030517578,52.32884216308594,45.8587646484375,16.870141983032227,37.74190139770508
2015-08-01,108.81999969482422,49.03675842285156,43.908878326416016,15.678997993469238,35.65890884399414
2015-09-01,106.86000061035156,50.03696823120117,40.45196533203125,15.16372013092041,35.0118522644043
2015-10-01,109.30000305175781,53.44734573364258,45.298126220703125,16.192768096923828,38.86475372314453
2015-11-01,101.91999816894531,53.11284637451172,45.2914924621582,16.515544891357422,39.14076232910156
2015-12-01,101.45999908447266,53.34030532836914,40.16439437866211,16.0246524810791,38.1346549987793
2016-01-01,106.94999694824219,52.22664260864258,39.11050796508789,14.697281837463379,36.90339279174805
2016-02-01,118.63999938964844,52.03669357299805,38.01533508300781,14.27098274230957,36.661800384521484
2016-03-01,117.63999938964844,56.846229553222656,41.58305740356445,15.22508430480957,39.695308685302734
2016-04-01,123.6500015258789,56.13124465942383,45.67613220214844,15.8432035446167,37.89039611816406
2016-05-01,116.05999755859375,57.39338684082031,45.24983596801758,16.142253875732422,39.743080139160156
2016-06-01,126.47000122070312,60.8231086730957,46.176876068115234,15.53734302520752,39.00559997558594
2016-07-01,128.97999572753906,63.98604202270508,45.8951530456543,16.16023826599121,41.97904968261719
2016-08-01,124.77999877929688,61.577476501464844,46.664852142333984,16.78204917907715,42.467079162597656
2016-09-01,125.63999938964844,60.034061431884766,48.095237731933594,16.234237670898438,43.18103790283203
2016-10-01,121.94000244140625,56.97848129272461,47.02228927612305,16.683719635009766,43.03295135498047
2016-11-01,111.75,56.023746490478516,51.00362014770508,19.024864196777344,43.105552673339844
2016-12-01,109.61000061035156,57.51508331298828,51.61349868774414,19.650287628173828,43.885986328125
2017-01-01,115.55000305175781,58.608604431152344,50.21928787231445,19.790464401245117,45.64743423461914
2017-02-01,119.2300033569336,60.6649169921875,49.172176361083984,20.834747314453125,47.71651840209961
2017-03-01,118.72000122070312,58.7651252746582,48.15264129638672,20.147045135498047,48.59153747558594
2017-04-01,120.7699966430664,59.33793640136719,47.013885498046875,20.048442840576172,49.75774383544922
2017-05-01,120.62000274658203,58.907920837402344,45.35066223144531,19.80986785888672,51.72500228881836
2017-06-01,118.0199966430664,59.653316497802734,44.99028778076172,21.019760131835938,50.068843841552734
2017-07-01,120.75,60.9683952331543,46.48625564575195,21.45937728881836,52.51218795776367
2017-08-01,125.81999969482422,60.80918884277344,43.93933868408203,21.125808715820312,54.04639434814453
2017-09-01,121.58000183105469,60.12180709838867,47.78413009643555,22.117958068847656,54.29443359375
2017-10-01,120.66999816894531,60.08924865722656,48.01041030883789,22.845754623413086,58.037994384765625
2017-11-01,121.0999984741211,61.69014358520508,48.851715087890625,23.635910034179688,58.85853576660156
2017-12-01,123.6500015258789,60.65943145751953,51.08574295043945,23.97086524963379,58.959964752197266
2018-01-01,127.6500015258789,58.97876739501953,53.2691650390625,25.66120719909668,63.34414291381836
2018-02-01,125.0,54.45050811767578,47.4974365234375,24.910526275634766,63.085018157958984
2018-03-01,125.79000091552734,56.02424621582031,47.974266052246094,23.78882598876953,60.54014205932617
2018-04-01,124.58999633789062,57.033756256103516,52.90299606323242,23.771493911743164,60.76667404174805
2018-05-01,123.0999984741211,59.13250732421875,54.48701477050781,23.537675857543945,64.8883285522461
2018-06-01,118.6500015258789,61.0513801574707,54.42967224121094,23.0267391204834,64.48917388916016
2018-07-01,115.98999786376953,61.98805618286133,55.64881896972656,24.309341430664062,66.06838989257812
2018-08-01,113.51000213623047,63.58429718017578,53.71495056152344,24.63984489440918,70.42823028564453
2018-09-01,112.76000213623047,61.03485107421875,54.65301513671875,23.987539291381836,70.17674255371094
2018-10-01,115.1500015258789,60.079803466796875,48.7950325012207,22.95827293395996,64.77812194824219
2018-11-01,115.54000091552734,62.88741683959961,48.03215026855469,23.56105613708496,63.50688171386719
2018-12-01,121.25,57.2031364440918,41.667572021484375,20.80921173095703,57.935768127441406
2019-01-01,124.75,64.7489242553711,46.77273941040039,22.80254364013672,62.22408676147461
2019-02-01,123.98999786376953,65.19917297363281,47.850765228271484,23.312397003173828,66.52384185791016
2019-03-01,122.01000213623047,67.46587371826172,48.488773345947266,22.600358963012695,69.47168731689453
2019-04-01,121.19999694824219,67.83880615234375,48.86167907714844,24.7567081451416,74.13219451904297
2019-05-01,123.33000183105469,67.93260955810547,43.436710357666016,22.980796813964844,67.7088623046875
2019-06-01,133.1999969482422,68.33134460449219,47.08784866333008,24.385622024536133,73.50117492675781
2019-07-01,133.2100067138672,70.16462707519531,46.76435852050781,25.087093353271484,76.34117126464844
2019-08-01,143.75,72.79312896728516,42.87105941772461,23.906007766723633,75.16917419433594
2019-09-01,138.8699951171875,73.60617065429688,44.153907775878906,24.865089416503906,76.11433410644531
2019-10-01,142.42999267578125,75.0313720703125,43.62442398071289,25.616649627685547,79.32854461669922
2019-11-01,137.86000061035156,74.05268859863281,44.32441329956055,26.91086769104004,83.58556365966797
2019-12-01,142.89999389648438,73.82990264892578,45.18995666503906,27.473186492919922,86.91342163085938
2020-01-01,149.3300018310547,75.53895568847656,41.82942199707031,26.877416610717773,90.67839050292969
2020-02-01,148.3800048828125,70.2312240600586,35.43447494506836,23.85415267944336,84.0580062866211
2020-03-01,148.0500030517578,56.173702239990234,22.746318817138672,18.677831649780273,76.44835662841797
2020-04-01,158.8000030517578,61.685707092285156,30.4095516204834,20.618501663208008,87.40370178222656
2020-05-01,162.91000366210938,62.75553894042969,31.017745971679688,21.179428100585938,93.67618560791016
2020-06-01,167.3699951171875,63.64705276489258,30.289514541625977,20.935155868530273,99.9104232788086
2020-07-01,185.42999267578125,66.61824798583984,29.202800750732422,21.879032135009766,105.881103515625
2020-08-01,184.8300018310547,66.91289520263672,28.894807815551758,22.81683349609375,118.46064758300781
2020-09-01,177.1199951171875,64.6292495727539,24.274879455566406,21.915451049804688,111.892822265625
2020-10-01,176.1999969482422,63.17524337768555,23.660913467407227,21.84373664855957,106.52880859375
2020-11-01,166.6699981689453,69.28736877441406,30.284650802612305,25.524028778076172,118.65576171875
2020-12-01,178.36000061035156,70.05448913574219,31.223846435546875,26.98882484436035,124.94025421142578
2021-01-01,172.61000061035156,71.20687866210938,32.82695770263672,26.645776748657227,124.1813735961914
2021-02-01,161.80999755859375,73.64579010009766,40.19882583618164,29.738340377807617,125.87657165527344
2021-03-01,159.9600067138672,76.98990631103516,40.95854949951172,31.339847564697266,127.91846466064453
2021-04-01,165.66000366210938,83.52667999267578,41.67155075073242,33.5218620300293,134.83877563476562
2021-05-01,178.3800048828125,84.20111083984375,44.05085754394531,35.12123107910156,133.58396911621094
2021-06-01,165.6300048828125,85.81127166748047,45.45143508911133,33.91938781738281,142.52175903320312
2021-07-01,169.82000732421875,90.24252319335938,42.097434997558594,33.89596939086914,148.3334197998047
2021-08-01,169.69000244140625,92.18681335449219,41.25361251831055,35.64088439941406,153.61309814453125
2021-09-01,164.22000122070312,86.4134521484375,44.398773193359375,34.833396911621094,144.38819885253906
2021-10-01,166.64999389648438,93.1513442993164,49.57951354980469,37.529014587402344,156.4696502685547
2021-11-01,165.5,91.1865005493164,47.09492874145508,35.385040283203125,163.4344024658203
2021-12-01,170.9600067138672,99.10572052001953,47.87998962402344,36.401100158691406,168.42306518554688
2022-01-01,168.08999633789062,91.61190032958984,57.605716705322266,36.584861755371094,157.19271850585938
2022-02-01,178.3800048828125,88.42135620117188,61.67796325683594,36.07907485961914,149.52569580078125
2022-03-01,180.64999389648438,93.44864654541016,66.7988510131836,35.891754150390625,154.2423553466797
2022-04-01,176.91000366210938,90.11906433105469,66.29975128173828,32.449649810791016,137.50242614746094
2022-05-01,171.13999938964844,85.89661407470703,76.9306411743164,33.35234832763672,136.55929565429688
2022-06-01,168.4600067138672,78.99505615234375,63.088409423828125,29.572343826293945,123.5985336303711
2022-07-01,164.10000610351562,86.34781646728516,69.96049499511719,31.866382598876953,140.58924865722656
2022-08-01,159.27000427246094,81.1561279296875,71.81612396240234,31.242477416992188,131.85479736328125
2022-09-01,154.6699981689453,69.95255279541016,64.2508773803711,28.69959831237793,115.7896957397461
2022-10-01,151.91000366210938,73.188720703125,81.16671752929688,32.290592193603516,124.95863342285156
2022-11-01,164.80999755859375,77.68692016601562,82.20384979248047,34.504737854003906,132.86441040039062
2022-12-01,169.63999938964844,72.74771118164062,78.88504028320312,32.4996452331543,121.60670471191406
2023-01-01,179.41000366210938,81.45045471191406,81.93891143798828,34.960166931152344,133.24591064453125
2023-02-01,169.77999877929688,76.67399597167969,76.2533950805664,34.15692901611328,133.7947540283203
2023-03-01,183.22000122070312,74.27682495117188,75.46981048583984,30.743146896362305,147.9954833984375
2023-04-01,184.8000030517578,75.25621795654297,78.37494659423828,31.87593650817871,148.14541625976562
2023-05-01,182.32000732421875,72.27487182617188,70.51258850097656,30.520946502685547,161.3560028076172
2023-06-01,178.27000427246094,75.49110412597656,74.72917175292969,32.394866943359375,170.76551818847656
2023-07-01,182.35000610351562,77.89673614501953,81.24786376953125,34.10401153564453,175.54251098632812
2023-08-01,180.02000427246094,75.26544952392578,82.58525848388672,33.18697738647461,172.8948211669922
2023-09-01,171.4499969482422,69.12580871582031,83.95055389404297,32.01896286010742,161.34950256347656
2023-10-01,184.08999633789062,67.2706298828125,79.70486450195312,31.376705169677734,161.77305603027344
2023-11-01,188.75,75.39808654785156,79.13414001464844,34.809139251708984,182.6345977783203
2023-12-01,191.1699981689453,81.51445007324219,78.44178009033203,36.457481384277344,189.85475158691406
2024-01-01,188.4499969482422,78.34515380859375,78.78904724121094,37.76829147338867,195.4139862060547
2024-02-01,189.30999755859375,79.89543914794922,81.3677978515625,39.30786895751953,204.60739135742188
2024-03-01,205.72000122070312,80.76397705078125,89.17962646484375,41.04232406616211,205.88262939453125
2024-04-01,211.8699951171875,74.98347473144531,89.05284118652344,39.475425720214844,194.34056091308594
2024-05-01,215.3000030517578,78.40251159667969,88.74812316894531,40.72737503051758,208.09400939941406
2024-06-01,215.00999450683594,78.89230346679688,86.79605102539062,40.208988189697266,224.0060272216797
2024-07-01,226.5500030517578,86.21443176269531,89.47042083740234,42.95073699951172,217.0291748046875
2024-08-01,231.2899932861328,90.71538543701172,87.61785888671875,44.914649963378906,218.54676818847656
2024-09-01,243.05999755859375,92.89911651611328,84.27747344970703,44.50223159790039,223.9328155517578
2024-10-01,253.50999450683594,90.53697204589844,85.73802185058594,45.806827545166016,220.83726501464844
2024-11-01,245.58999633789062,94.39308166503906,92.45460510253906,50.596439361572266,232.2547607421875
2024-12-01,242.1300048828125,85.66153717041016,82.90235137939453,47.63003158569336,231.05238342285156
2025-01-01,258.55999755859375,87.91758728027344,85.53016662597656,50.94087600708008,229.72898864746094
2025-02-01,263.2699890136719,91.1701889038086,88.80928802490234,51.64358139038086,224.4737091064453
2025-03-01,288.1400146484375,87.90787506103516,91.20030212402344,49.297943115234375,205.512939453125
2025-04-01,303.7699890136719,86.64311218261719,79.17478942871094,48.434024810791016,209.353515625
2025-05-01,303.6000061035156,87.61421203613281,80.18782806396484,50.61931610107422,230.2320556640625
2025-06-01,304.8299865722656,87.35916900634766,83.41383361816406,52.01988983154297,252.4864959716797
2025-07-01,302.9599914550781,88.29666137695312,86.47208404541016,52.19816589355469,262.40277099609375
2025-08-01,318.07000732421875,91.3673324584961,89.62517547607422,53.8128547668457,262.1131591796875
2025-09-01,355.4700012207031,90.55509185791016,88.58406066894531,53.69324493408203,281.4981994628906
2025-10-01,368.1199951171875,89.18000030517578,88.12999725341797,52.369998931884766,300.67999267578125
2025-11-01,383.1199951171875,91.04000091552734,89.27999877929688,52.95000076293945,283.7799987792969
